Date,Close
2/6/2007 23:58:00,0.26368
2/7/2007 23:58:00,0.26343
2/8/2007 23:58:00,0.26196
2/9/2007 23:58:00,0.26121
2/12/2007 23:58:00,0.26151
2/13/2007 23:58:00,0.26302
2/14/2007 23:58:00,0.2627
2/15/2007 23:58:00,0.26632
2/16/2007 23:58:00,0.26684
2/19/2007 23:58:00,0.26618
2/20/2007 23:58:00,0.26537
2/21/2007 23:58:00,0.26337
2/22/2007 23:58:00,0.26125
2/23/2007 23:58:00,0.26193
2/26/2007 23:58:00,0.26303
2/27/2007 23:58:00,0.26874
2/28/2007 23:58:00,0.26809
3/1/2007 23:58:00,0.27097
3/2/2007 23:58:00,0.27183
3/5/2007 23:58:00,0.27557
3/6/2007 23:58:00,0.27218
3/7/2007 23:58:00,0.27356
3/8/2007 23:58:00,0.27105
3/9/2007 23:58:00,0.27009
3/12/2007 23:58:00,0.27101
3/13/2007 23:58:00,0.27409
3/14/2007 23:58:00,0.27101
3/15/2007 23:58:00,0.27127
3/16/2007 23:58:00,0.27404
3/19/2007 23:58:00,0.27184
3/20/2007 23:58:00,0.27258
3/21/2007 23:58:00,0.2712
3/22/2007 23:58:00,0.27071
3/23/2007 23:58:00,0.27169
3/26/2007 23:58:00,0.269
3/27/2007 23:58:00,0.27092
3/28/2007 23:58:00,0.27386
3/29/2007 23:58:00,0.2709
3/30/2007 23:58:00,0.2706
4/2/2007 23:58:00,0.27115
4/3/2007 23:58:00,0.26995
4/4/2007 23:58:00,0.26883
4/5/2007 23:58:00,0.2679
4/6/2007 23:58:00,0.26729
4/9/2007 23:58:00,0.26807
4/10/2007 23:58:00,0.26838
4/11/2007 23:58:00,0.26761
4/12/2007 23:58:00,0.26806
4/13/2007 23:58:00,0.26867
4/16/2007 23:58:00,0.26836
4/17/2007 23:58:00,0.26898
4/18/2007 23:58:00,0.27045
4/19/2007 23:58:00,0.26984
4/20/2007 23:58:00,0.2697
4/23/2007 23:58:00,0.27009
4/24/2007 23:58:00,0.26946
4/25/2007 23:58:00,0.27077
4/26/2007 23:58:00,0.26924
4/27/2007 23:58:00,0.26923
4/30/2007 23:58:00,0.26884
5/1/2007 23:58:00,0.269
5/2/2007 23:58:00,0.2676
5/3/2007 23:58:00,0.2683
5/4/2007 23:58:00,0.26735
5/7/2007 23:58:00,0.26757
5/8/2007 23:58:00,0.26806
5/9/2007 23:58:00,0.26811
5/10/2007 23:58:00,0.27013
5/11/2007 23:58:00,0.2671
5/14/2007 23:58:00,0.26781
5/15/2007 23:58:00,0.26675
5/16/2007 23:58:00,0.26869
5/17/2007 23:58:00,0.26812
5/18/2007 23:58:00,0.26581
5/21/2007 23:58:00,0.26518
5/22/2007 23:58:00,0.26563
5/23/2007 23:58:00,0.26578
5/24/2007 23:58:00,0.26842
5/25/2007 23:58:00,0.26726
5/28/2007 23:58:00,0.26726
5/29/2007 23:58:00,0.26843
5/30/2007 23:58:00,0.265
5/31/2007 23:58:00,0.26505
6/1/2007 23:58:00,0.26433
6/4/2007 23:58:00,0.26472
6/5/2007 23:58:00,0.26581
6/6/2007 23:58:00,0.26723
6/7/2007 23:58:00,0.26782
6/8/2007 23:58:00,0.26488
6/11/2007 23:58:00,0.26464
6/12/2007 23:58:00,0.26599
6/13/2007 23:58:00,0.26248
6/14/2007 23:58:00,0.26295
6/15/2007 23:58:00,0.26109
6/18/2007 23:58:00,0.26192
6/19/2007 23:58:00,0.26207
6/20/2007 23:58:00,0.26209
6/21/2007 23:58:00,0.25998
6/22/2007 23:58:00,0.25782
6/25/2007 23:58:00,0.25891
6/26/2007 23:58:00,0.26019
6/27/2007 23:58:00,0.26082
6/28/2007 23:58:00,0.26089
6/29/2007 23:58:00,0.2589
7/2/2007 23:58:00,0.26072
7/3/2007 23:58:00,0.26184
7/4/2007 23:58:00,0.26143
7/5/2007 23:58:00,0.26211
7/6/2007 23:58:00,0.25963
7/9/2007 23:58:00,0.26011
7/10/2007 23:58:00,0.26177
7/11/2007 23:58:00,0.26213
7/12/2007 23:58:00,0.26215
7/13/2007 23:58:00,0.2623
7/16/2007 23:58:00,0.26338
7/17/2007 23:58:00,0.2626
7/18/2007 23:58:00,0.26318
7/19/2007 23:58:00,0.26312
7/20/2007 23:58:00,0.26392
7/23/2007 23:58:00,0.26504
7/24/2007 23:58:00,0.2664
7/25/2007 23:58:00,0.2664
7/26/2007 23:58:00,0.27106
7/27/2007 23:58:00,0.27126
7/30/2007 23:58:00,0.26862
7/31/2007 23:58:00,0.27104
8/1/2007 23:58:00,0.26991
8/2/2007 23:58:00,0.2691
8/3/2007 23:58:00,0.27042
8/6/2007 23:58:00,0.27066
8/7/2007 23:58:00,0.27191
8/8/2007 23:58:00,0.26841
8/9/2007 23:58:00,0.27322
8/10/2007 23:58:00,0.27151
8/13/2007 23:58:00,0.27358
8/14/2007 23:58:00,0.275
8/15/2007 23:58:00,0.27881
8/16/2007 23:58:00,0.28206
8/17/2007 23:58:00,0.28183
8/20/2007 23:58:00,0.28025
8/21/2007 23:58:00,0.28261
8/22/2007 23:58:00,0.27779
8/23/2007 23:58:00,0.27747
8/24/2007 23:58:00,0.2757
8/27/2007 23:58:00,0.27925
8/28/2007 23:58:00,0.2842
8/29/2007 23:58:00,0.27787
8/30/2007 23:58:00,0.27838
8/31/2007 23:58:00,0.27908
9/3/2007 23:58:00,0.27861
9/4/2007 23:58:00,0.27741
9/5/2007 23:58:00,0.27952
9/6/2007 23:58:00,0.27913
9/7/2007 23:58:00,0.28284
9/11/2007 23:58:00,0.28267
9/12/2007 23:58:00,0.28256
9/13/2007 23:58:00,0.28219
9/14/2007 23:58:00,0.28119
9/17/2007 23:58:00,0.28179
9/18/2007 23:58:00,0.277
9/19/2007 23:58:00,0.27874
9/20/2007 23:58:00,0.28143
9/21/2007 23:58:00,0.27844
9/24/2007 23:58:00,0.28107
9/25/2007 23:58:00,0.2802
9/26/2007 23:58:00,0.27905
9/27/2007 23:58:00,0.27799
9/28/2007 23:58:00,0.27699
10/1/2007 23:58:00,0.27597
10/2/2007 23:58:00,0.27546
10/3/2007 23:58:00,0.27419
10/4/2007 23:58:00,0.27351
10/5/2007 23:58:00,0.2724
10/8/2007 23:58:00,0.27193
10/9/2007 23:58:00,0.27077
10/10/2007 23:58:00,0.27239
10/11/2007 23:58:00,0.27176
10/12/2007 23:58:00,0.27156
10/15/2007 23:58:00,0.27226
10/16/2007 23:58:00,0.27294
10/17/2007 23:58:00,0.27297
10/18/2007 23:58:00,0.27542
10/19/2007 23:58:00,0.27802
10/22/2007 23:58:00,0.27889
10/23/2007 23:58:00,0.27704
10/24/2007 23:58:00,0.27801
10/25/2007 23:58:00,0.27863
10/26/2007 23:58:00,0.27766
10/29/2007 23:58:00,0.27627
10/30/2007 23:58:00,0.27565
10/31/2007 23:58:00,0.27469
11/1/2007 23:58:00,0.2766
11/2/2007 23:58:00,0.27559
