Date,Close
2/6/2007 23:58:00,25.568
2/7/2007 23:58:00,25.619
2/8/2007 23:58:00,25.586
2/9/2007 23:58:00,25.478
2/12/2007 23:58:00,25.479
2/13/2007 23:58:00,25.539
2/14/2007 23:58:00,25.589
2/15/2007 23:58:00,25.712
2/16/2007 23:58:00,25.779
2/19/2007 23:58:00,25.833
2/20/2007 23:58:00,25.758
2/21/2007 23:58:00,25.719
2/22/2007 23:58:00,25.636
2/23/2007 23:58:00,25.72
2/26/2007 23:58:00,25.815
2/27/2007 23:58:00,26.09
2/28/2007 23:58:00,26.024
3/1/2007 23:58:00,26.058
3/2/2007 23:58:00,26.171
3/5/2007 23:58:00,26.023
3/6/2007 23:58:00,25.988
3/7/2007 23:58:00,26.023
3/8/2007 23:58:00,26.049
3/9/2007 23:58:00,25.885
3/12/2007 23:58:00,26.013
3/13/2007 23:58:00,26.132
3/14/2007 23:58:00,26.151
3/15/2007 23:58:00,26.165
3/16/2007 23:58:00,26.514
3/19/2007 23:58:00,26.361
3/20/2007 23:58:00,26.369
3/21/2007 23:58:00,26.374
3/22/2007 23:58:00,26.336
3/23/2007 23:58:00,26.336
3/26/2007 23:58:00,26.144
3/27/2007 23:58:00,26.348
3/28/2007 23:58:00,26.352
3/29/2007 23:58:00,26.316
3/30/2007 23:58:00,26.233
4/2/2007 23:58:00,26.33
4/3/2007 23:58:00,26.296
4/4/2007 23:58:00,26.243
4/5/2007 23:58:00,26.179
4/6/2007 23:58:00,26.203
4/9/2007 23:58:00,26.078
4/10/2007 23:58:00,26.247
4/11/2007 23:58:00,26.246
4/12/2007 23:58:00,26.263
4/13/2007 23:58:00,26.364
4/16/2007 23:58:00,26.449
4/17/2007 23:58:00,26.473
4/18/2007 23:58:00,26.623
4/19/2007 23:58:00,26.635
4/20/2007 23:58:00,26.531
4/23/2007 23:58:00,26.478
4/24/2007 23:58:00,26.58
4/25/2007 23:58:00,26.664
4/26/2007 23:58:00,26.641
4/27/2007 23:58:00,26.652
4/30/2007 23:58:00,26.658
5/1/2007 23:58:00,26.634
5/2/2007 23:58:00,26.483
5/3/2007 23:58:00,26.582
5/4/2007 23:58:00,26.519
5/7/2007 23:58:00,26.536
5/8/2007 23:58:00,26.437
5/9/2007 23:58:00,26.404
5/10/2007 23:58:00,26.52
5/11/2007 23:58:00,26.515
5/14/2007 23:58:00,26.452
5/15/2007 23:58:00,26.455
5/16/2007 23:58:00,26.534
5/17/2007 23:58:00,26.53
5/18/2007 23:58:00,26.302
5/21/2007 23:58:00,26.189
5/22/2007 23:58:00,26.256
5/23/2007 23:58:00,26.316
5/24/2007 23:58:00,26.544
5/25/2007 23:58:00,26.548
5/28/2007 23:58:00,26.485
5/29/2007 23:58:00,26.661
5/30/2007 23:58:00,26.313
5/31/2007 23:58:00,26.331
6/1/2007 23:58:00,26.328
6/4/2007 23:58:00,26.35
6/5/2007 23:58:00,26.485
6/6/2007 23:58:00,26.571
6/7/2007 23:58:00,26.459
6/8/2007 23:58:00,26.435
6/11/2007 23:58:00,26.076
6/12/2007 23:58:00,26.058
6/13/2007 23:58:00,26.055
6/14/2007 23:58:00,25.944
6/15/2007 23:58:00,25.955
6/18/2007 23:58:00,26.068
6/19/2007 23:58:00,26.079
6/20/2007 23:58:00,26.155
6/21/2007 23:58:00,26.155
6/22/2007 23:58:00,25.977
6/25/2007 23:58:00,26.054
6/26/2007 23:58:00,26.11
6/27/2007 23:58:00,26.103
6/28/2007 23:58:00,26.119
6/29/2007 23:58:00,26.099
